cell_type	cell_source	clean_cell_name	model	key	reference	comment
segmented neutrophil of bone marrow	bone marrow	Segmented Neutrophil Of Bone Marrow	blueprint	blueprint_chromhmm/hg38/S00JHVH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
cytotoxic CD56-dim natural killer cell	cord blood	Cytotoxic CD56-Dim Natural Killer Cell	blueprint	blueprint_chromhmm/hg38/S01E4WH0_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
class switched memory B cell	venous blood	Class Switched Memory B Cell	blueprint	blueprint_chromhmm/hg38/S00YPTH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
osteoclast	venous blood	Osteoclast	blueprint	blueprint_chromhmm/hg38/S01GMPH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
inflammatory macrophage	cord blood	Inflammatory Macrophage	blueprint	blueprint_chromhmm/hg38/S01H5IH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
osteoclast	venous blood	Osteoclast	blueprint	blueprint_chromhmm/hg38/S01GKTH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
adult endothelial progenitor cell	venous blood	Adult Endothelial Progenitor Cell	blueprint	blueprint_chromhmm/hg38/S013GFH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
naive B cell	venous blood	Naive B Cell	blueprint	blueprint_chromhmm/hg38/S0159LH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
adult endothelial progenitor cell	venous blood	Adult Endothelial Progenitor Cell	blueprint	blueprint_chromhmm/hg38/S00UJKH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
band form neutrophil	bone marrow	Band Form Neutrophil	blueprint	blueprint_chromhmm/hg38/S00JGXH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
macrophage	venous blood	Macrophage	blueprint	blueprint_chromhmm/hg38/S01F8KH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
mesenchymal stem cell of the bone marrow	venous blood	Mesenchymal Stem Cell Of The Bone Marrow	blueprint	blueprint_chromhmm/hg38/S00YAMH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
CD8-positive, alpha-beta T cell	venous blood	CD8+ Alpha-Beta T Cell	blueprint	blueprint_chromhmm/hg38/S014WGH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
neutrophilic metamyelocyte	bone marrow	Neutrophilic Metamyelocyte	blueprint	blueprint_chromhmm/hg38/S00G03H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
mature neutrophil	venous blood	Mature Neutrophil	blueprint	blueprint_chromhmm/hg38/S00K7AH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
immature conventional dendritic cell - GM-CSF_IL4_T=6_days	venous blood	Immature Conventional Dendritic Cell - Gm-Csf Il4 T=6 Days	blueprint	blueprint_chromhmm/hg38/S00TU2H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
naive B cell	venous blood	Naive B Cell	blueprint	blueprint_chromhmm/hg38/S00W1BH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
mesenchymal stem cell of the bone marrow	venous blood	Mesenchymal Stem Cell Of The Bone Marrow	blueprint	blueprint_chromhmm/hg38/S00W8YH2_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
plasma cell	tonsil	Plasma Cell	blueprint	blueprint_chromhmm/hg38/S00VKEH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
class switched memory B cell	venous blood	Class Switched Memory B Cell	blueprint	blueprint_chromhmm/hg38/S015BHH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
class switched memory B cell	venous blood	Class Switched Memory B Cell	blueprint	blueprint_chromhmm/hg38/S015CFH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
unswitched memory B cell	venous blood	Unswitched Memory B Cell	blueprint	blueprint_chromhmm/hg38/S015DDH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
inflammatory macrophage	venous blood	Inflammatory Macrophage	blueprint	blueprint_chromhmm/hg38/S01F8KH2_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
alternatively activated macrophage	venous blood	Alternatively Activated Macrophage	blueprint	blueprint_chromhmm/hg38/S01FW9H2_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
mature neutrophil	venous blood	Mature Neutrophil	blueprint	blueprint_chromhmm/hg38/C000S5H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
CD14-positive, CD16-negative classical monocyte	venous blood	CD14+ CD16- Classical Monocyte	blueprint	blueprint_chromhmm/hg38/C000S5H2_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
mature neutrophil	venous blood	Mature Neutrophil	blueprint	blueprint_chromhmm/hg38/C0010KH2_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
mature neutrophil	cord blood	Mature Neutrophil	blueprint	blueprint_chromhmm/hg38/C00184H2_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
mature neutrophil	venous blood	Mature Neutrophil	blueprint	blueprint_chromhmm/hg38/C001UYH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
mature neutrophil	venous blood	Mature Neutrophil	blueprint	blueprint_chromhmm/hg38/C0011IH2_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
CD14-positive, CD16-negative classical monocyte	cord blood	CD14+ CD16- Classical Monocyte	blueprint	blueprint_chromhmm/hg38/C00264H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
CD4-positive, alpha-beta T cell	venous blood	CD4+ Alpha-Beta T Cell	blueprint	blueprint_chromhmm/hg38/C002TWH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
central memory CD4-positive, alpha-beta T cell	venous blood	Central Memory CD4+ Alpha-Beta T Cell	blueprint	blueprint_chromhmm/hg38/C002TWH2_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
CD8-positive, alpha-beta T cell	cord blood	CD8+ Alpha-Beta T Cell	blueprint	blueprint_chromhmm/hg38/C002YMH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
mature neutrophil	cord blood	Mature Neutrophil	blueprint	blueprint_chromhmm/hg38/C004GDH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
CD14-positive, CD16-negative classical monocyte	venous blood	CD14+ CD16- Classical Monocyte	blueprint	blueprint_chromhmm/hg38/C004SQH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
CD14-positive, CD16-negative classical monocyte	cord blood	CD14+ CD16- Classical Monocyte	blueprint	blueprint_chromhmm/hg38/C005PSH2_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
macrophage	venous blood	Macrophage	blueprint	blueprint_chromhmm/hg38/C005VGH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
CD8-positive, alpha-beta T cell	cord blood	CD8+ Alpha-Beta T Cell	blueprint	blueprint_chromhmm/hg38/C0066PH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
mature neutrophil	venous blood	Mature Neutrophil	blueprint	blueprint_chromhmm/hg38/C12012H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
CD4-positive, alpha-beta T cell	cord blood	CD4+ Alpha-Beta T Cell	blueprint	blueprint_chromhmm/hg38/S000RDH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
CD14-positive, CD16-negative classical monocyte	cord blood	CD14+ CD16- Classical Monocyte	blueprint	blueprint_chromhmm/hg38/S000RDH2_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
CD4-positive, alpha-beta T cell	cord blood	CD4+ Alpha-Beta T Cell	blueprint	blueprint_chromhmm/hg38/S0018AH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
inflammatory macrophage	venous blood	Inflammatory Macrophage	blueprint	blueprint_chromhmm/hg38/S001MJH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
macrophage	venous blood	Macrophage	blueprint	blueprint_chromhmm/hg38/S001S7H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
inflammatory macrophage	venous blood	Inflammatory Macrophage	blueprint	blueprint_chromhmm/hg38/S001S7H2_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
macrophage	venous blood	Macrophage	blueprint	blueprint_chromhmm/hg38/S0022IH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
inflammatory macrophage	venous blood	Inflammatory Macrophage	blueprint	blueprint_chromhmm/hg38/S0022IH2_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
erythroblast	cord blood	Erythroblast	blueprint	blueprint_chromhmm/hg38/S002R5H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
erythroblast	cord blood	Erythroblast	blueprint	blueprint_chromhmm/hg38/S002S3H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
macrophage	venous blood	Macrophage	blueprint	blueprint_chromhmm/hg38/S00390H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
CD38-negative naive B cell	venous blood	CD38- Naive B Cell	blueprint	blueprint_chromhmm/hg38/S004KBH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
cytotoxic CD56-dim natural killer cell	cord blood	Cytotoxic CD56-Dim Natural Killer Cell	blueprint	blueprint_chromhmm/hg38/S005YGH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
alternatively activated macrophage	venous blood	Alternatively Activated Macrophage	blueprint	blueprint_chromhmm/hg38/S00622H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
CD4-positive, alpha-beta T cell	venous blood	CD4+ Alpha-Beta T Cell	blueprint	blueprint_chromhmm/hg38/S007G7H4_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
inflammatory macrophage	cord blood	Inflammatory Macrophage	blueprint	blueprint_chromhmm/hg38/S007SKH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
CD4-positive, alpha-beta T cell	venous blood	CD4+ Alpha-Beta T Cell	blueprint	blueprint_chromhmm/hg38/S008H1H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
CD4-positive, alpha-beta T cell	venous blood	CD4+ Alpha-Beta T Cell	blueprint	blueprint_chromhmm/hg38/S009W4H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
macrophage	cord blood	Macrophage	blueprint	blueprint_chromhmm/hg38/S00BHQH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
endothelial cell of umbilical vein (proliferating)	cord blood	Endothelial Cell Of Umbilical Vein (Proliferating)	blueprint	blueprint_chromhmm/hg38/S00BJMH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
endothelial cell of umbilical vein (resting)	cord blood	Endothelial Cell Of Umbilical Vein (Resting)	blueprint	blueprint_chromhmm/hg38/S00BJMH2_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
mature eosinophil	venous blood	Mature Eosinophil	blueprint	blueprint_chromhmm/hg38/S00BKKH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
alternatively activated macrophage	venous blood	Alternatively Activated Macrophage	blueprint	blueprint_chromhmm/hg38/S00BS4H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
CD8-positive, alpha-beta T cell	cord blood	CD8+ Alpha-Beta T Cell	blueprint	blueprint_chromhmm/hg38/S00C2FH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
endothelial cell of umbilical vein (proliferating)	cord blood	Endothelial Cell Of Umbilical Vein (Proliferating)	blueprint	blueprint_chromhmm/hg38/S00DCSH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
macrophage	cord blood	Macrophage	blueprint	blueprint_chromhmm/hg38/S00DVRH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
alternatively activated macrophage	venous blood	Alternatively Activated Macrophage	blueprint	blueprint_chromhmm/hg38/S00FTNH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
mature neutrophil - G-CSF/Dex. Treatment (16-20 hrs)	venous blood	Mature Neutrophil - G-Csf/Dex. Treatment (16-20 Hrs)	blueprint	blueprint_chromhmm/hg38/S00FXFH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
neutrophilic myelocyte	bone marrow	Neutrophilic Myelocyte	blueprint	blueprint_chromhmm/hg38/S00FYDH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
band form neutrophil	bone marrow	Band Form Neutrophil	blueprint	blueprint_chromhmm/hg38/S00G11H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
segmented neutrophil of bone marrow	bone marrow	Segmented Neutrophil Of Bone Marrow	blueprint	blueprint_chromhmm/hg38/S00G3YH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
inflammatory macrophage	venous blood	Inflammatory Macrophage	blueprint	blueprint_chromhmm/hg38/S00H6OH2_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
neutrophilic myelocyte	bone marrow	Neutrophilic Myelocyte	blueprint	blueprint_chromhmm/hg38/S00JE0H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
neutrophilic metamyelocyte	bone marrow	Neutrophilic Metamyelocyte	blueprint	blueprint_chromhmm/hg38/S00JFZH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
mature neutrophil	venous blood	Mature Neutrophil	blueprint	blueprint_chromhmm/hg38/S00K5EH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
mature neutrophil - G-CSF/Dex. Treatment (16-20 hrs)	venous blood	Mature Neutrophil - G-Csf/Dex. Treatment (16-20 Hrs)	blueprint	blueprint_chromhmm/hg38/S00K6CH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
mature neutrophil - G-CSF/Dex. Treatment (16-20 hrs)	venous blood	Mature Neutrophil - G-Csf/Dex. Treatment (16-20 Hrs)	blueprint	blueprint_chromhmm/hg38/S00K88H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
immature conventional dendritic cell - GM-CSF_IL4_T=6_days	venous blood	Immature Conventional Dendritic Cell - Gm-Csf Il4 T=6 Days	blueprint	blueprint_chromhmm/hg38/S00TV0H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
mature conventional dendritic cell - GM-CSF_IL4_T=6_days_R848_T=24hrs	venous blood	Mature Conventional Dendritic Cell - Gm-Csf Il4 T=6 Days R848 T=24Hrs	blueprint	blueprint_chromhmm/hg38/S00TYVH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
neutrophilic myelocyte	bone marrow	Neutrophilic Myelocyte	blueprint	blueprint_chromhmm/hg38/S00VCUH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
neutrophilic metamyelocyte	bone marrow	Neutrophilic Metamyelocyte	blueprint	blueprint_chromhmm/hg38/S00VDSH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
band form neutrophil	bone marrow	Band Form Neutrophil	blueprint	blueprint_chromhmm/hg38/S00VEQH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
segmented neutrophil of bone marrow	bone marrow	Segmented Neutrophil Of Bone Marrow	blueprint	blueprint_chromhmm/hg38/S00VFOH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
CD34-negative, CD41-positive, CD42-positive megakaryocyte cell	cord blood	CD34- CD41+ CD42+ Megakaryocyte Cell	blueprint	blueprint_chromhmm/hg38/S00VHKH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
germinal center B cell	tonsil	Germinal Center B Cell	blueprint	blueprint_chromhmm/hg38/S00W0DH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
naive B cell	venous blood	Naive B Cell	blueprint	blueprint_chromhmm/hg38/S00XAQH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
plasma cell	tonsil	Plasma Cell	blueprint	blueprint_chromhmm/hg38/S00Y8QH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Sporadic Burkitt lymphoma	Cell Line	Sporadic Burkitt Lymphoma	blueprint	blueprint_chromhmm/hg38/BL-2_c01_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Sporadic Burkitt lymphoma	Cell Line	Sporadic Burkitt Lymphoma	blueprint	blueprint_chromhmm/hg38/DG-75_c01_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Mantle Cell Lymphoma	Cell Line	Mantle Cell Lymphoma	blueprint	blueprint_chromhmm/hg38/JVM-2_c01_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Germinal Center B-Cell-Like Diffuse Large B-Cell Lymphoma	Cell Line	Germinal Center B-Cell-Like Diffuse Large B-Cell Lymphoma	blueprint	blueprint_chromhmm/hg38/KARPAS-422_c01_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Germinal Center B-Cell-Like Diffuse Large B-Cell Lymphoma	Cell Line	Germinal Center B-Cell-Like Diffuse Large B-Cell Lymphoma	blueprint	blueprint_chromhmm/hg38/SU-DHL-5_c01_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Multiple Myeloma	Cell Line	Multiple Myeloma	blueprint	blueprint_chromhmm/hg38/U-266_c01_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Mantle Cell Lymphoma	Cell Line	Mantle Cell Lymphoma	blueprint	blueprint_chromhmm/hg38/Z-138_c01_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Mantle Cell Lymphoma	venous blood	Mantle Cell Lymphoma	blueprint	blueprint_chromhmm/hg38/S01FE8H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Mantle Cell Lymphoma	venous blood	Mantle Cell Lymphoma	blueprint	blueprint_chromhmm/hg38/S01FF6H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia	venous blood	Acute Myeloid Leukemia	blueprint	blueprint_chromhmm/hg38/S00Y05H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Promyelocytic Leukemia - CTR	bone marrow	Acute Promyelocytic Leukemia - Ctr	blueprint	blueprint_chromhmm/hg38/S01GW5H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Mantle Cell Lymphoma	venous blood	Mantle Cell Lymphoma	blueprint	blueprint_chromhmm/hg38/S01FH2H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia	bone marrow	Acute Myeloid Leukemia	blueprint	blueprint_chromhmm/hg38/S00XXHH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Promyelocytic Leukemia - ATRA	bone marrow	Acute Promyelocytic Leukemia - Atra	blueprint	blueprint_chromhmm/hg38/S01GX3H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
T-cell Acute Lymphocytic Leukemia	capillary blood	T-Cell Acute Lymphocytic Leukemia	blueprint	blueprint_chromhmm/hg38/S01PTCH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Mantle Cell Lymphoma	venous blood	Mantle Cell Lymphoma	blueprint	blueprint_chromhmm/hg38/S01FJZH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Multiple Myeloma	bone marrow	Multiple Myeloma	blueprint	blueprint_chromhmm/hg38/S00XCMH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Mantle Cell Lymphoma	venous blood	Mantle Cell Lymphoma	blueprint	blueprint_chromhmm/hg38/S01FKXH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Promyelocytic Leukemia	bone marrow	Acute Promyelocytic Leukemia	blueprint	blueprint_chromhmm/hg38/S01NTKH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
T-cell Prolymphocytic Leukemia	venous blood	T-Cell Prolymphocytic Leukemia	blueprint	blueprint_chromhmm/hg38/S016KWH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Promyelocytic Leukemia - MS275	bone marrow	Acute Promyelocytic Leukemia - Ms275	blueprint	blueprint_chromhmm/hg38/S004YKH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Promyelocytic Leukemia - ATRA	bone marrow	Acute Promyelocytic Leukemia - Atra	blueprint	blueprint_chromhmm/hg38/S0050AH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Promyelocytic Leukemia - MC2392	bone marrow	Acute Promyelocytic Leukemia - Mc2392	blueprint	blueprint_chromhmm/hg38/S00518H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia - CTR	bone marrow	Acute Myeloid Leukemia - Ctr	blueprint	blueprint_chromhmm/hg38/S005CNH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia - SAHA	bone marrow	Acute Myeloid Leukemia - Saha	blueprint	blueprint_chromhmm/hg38/S005DLH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia	bone marrow	Acute Myeloid Leukemia	blueprint	blueprint_chromhmm/hg38/S005EJH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia	bone marrow	Acute Myeloid Leukemia	blueprint	blueprint_chromhmm/hg38/S005FHH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia - CTR	bone marrow	Acute Myeloid Leukemia - Ctr	blueprint	blueprint_chromhmm/hg38/S005GFH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Chronic Lymphocytic Leukemia	venous blood	Chronic Lymphocytic Leukemia	blueprint	blueprint_chromhmm/hg38/S00AXZH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Chronic Lymphocytic Leukemia	venous blood	Chronic Lymphocytic Leukemia	blueprint	blueprint_chromhmm/hg38/S00AYXH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Chronic Lymphocytic Leukemia	venous blood	Chronic Lymphocytic Leukemia	blueprint	blueprint_chromhmm/hg38/S00B0NH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Chronic Lymphocytic Leukemia	venous blood	Chronic Lymphocytic Leukemia	blueprint	blueprint_chromhmm/hg38/S00B1LH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Chronic Lymphocytic Leukemia	venous blood	Chronic Lymphocytic Leukemia	blueprint	blueprint_chromhmm/hg38/S00B2JH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia	venous blood	Acute Myeloid Leukemia	blueprint	blueprint_chromhmm/hg38/S00CWTH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia	bone marrow	Acute Myeloid Leukemia	blueprint	blueprint_chromhmm/hg38/S00CXRH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia	bone marrow	Acute Myeloid Leukemia	blueprint	blueprint_chromhmm/hg38/S00CYPH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia	bone marrow	Acute Myeloid Leukemia	blueprint	blueprint_chromhmm/hg38/S00D0FH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia	venous blood	Acute Myeloid Leukemia	blueprint	blueprint_chromhmm/hg38/S00D1DH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia	venous blood	Acute Myeloid Leukemia	blueprint	blueprint_chromhmm/hg38/S00D2BH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia	venous blood	Acute Myeloid Leukemia	blueprint	blueprint_chromhmm/hg38/S00D39H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia	venous blood	Acute Myeloid Leukemia	blueprint	blueprint_chromhmm/hg38/S00D47H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia	venous blood	Acute Myeloid Leukemia	blueprint	blueprint_chromhmm/hg38/S00D55H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia	bone marrow	Acute Myeloid Leukemia	blueprint	blueprint_chromhmm/hg38/S00D63H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia - CTR	bone marrow	Acute Myeloid Leukemia - Ctr	blueprint	blueprint_chromhmm/hg38/S00FGCH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Lymphocytic Leukemia - CTR	bone marrow	Acute Lymphocytic Leukemia - Ctr	blueprint	blueprint_chromhmm/hg38/S00DFMH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Chronic Lymphocytic Leukemia	venous blood	Chronic Lymphocytic Leukemia	blueprint	blueprint_chromhmm/hg38/S00GPRH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia - CTR	bone marrow	Acute Myeloid Leukemia - Ctr	blueprint	blueprint_chromhmm/hg38/S00KPBH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia - CTR	venous blood	Acute Myeloid Leukemia - Ctr	blueprint	blueprint_chromhmm/hg38/S00Q7NH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia - CTR	bone marrow	Acute Myeloid Leukemia - Ctr	blueprint	blueprint_chromhmm/hg38/S00SB7H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Multiple Myeloma	bone marrow	Multiple Myeloma	blueprint	blueprint_chromhmm/hg38/S00XDKH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Multiple Myeloma	bone marrow	Multiple Myeloma	blueprint	blueprint_chromhmm/hg38/S00XEIH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Multiple Myeloma	bone marrow	Multiple Myeloma	blueprint	blueprint_chromhmm/hg38/S00XFGH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia	venous blood	Acute Myeloid Leukemia	blueprint	blueprint_chromhmm/hg38/S00XUNH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia	venous blood	Acute Myeloid Leukemia	blueprint	blueprint_chromhmm/hg38/S00XVLH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia	venous blood	Acute Myeloid Leukemia	blueprint	blueprint_chromhmm/hg38/S00XWJH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia	venous blood	Acute Myeloid Leukemia	blueprint	blueprint_chromhmm/hg38/S00XYFH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia	venous blood	Acute Myeloid Leukemia	blueprint	blueprint_chromhmm/hg38/S00Y21H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia	venous blood	Acute Myeloid Leukemia	blueprint	blueprint_chromhmm/hg38/S00Y13H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia	venous blood	Acute Myeloid Leukemia	blueprint	blueprint_chromhmm/hg38/S00Y4YH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia	venous blood	Acute Myeloid Leukemia	blueprint	blueprint_chromhmm/hg38/S00Y5WH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia	venous blood	Acute Myeloid Leukemia	blueprint	blueprint_chromhmm/hg38/S00Y6UH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia	bone marrow	Acute Myeloid Leukemia	blueprint	blueprint_chromhmm/hg38/S013M3H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia	bone marrow	Acute Myeloid Leukemia	blueprint	blueprint_chromhmm/hg38/S013N1H1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
Acute Myeloid Leukemia	venous blood	Acute Myeloid Leukemia	blueprint	blueprint_chromhmm/hg38/S013PYH1_12_12_Blueprint_release_201608_segments.bed.gz	hg38	
